 pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c,image_path
25.9,36.3,381.6,0.135,0.046,-0.027,0,0,0,0,0,2.52,0,0,0,1.08,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S028/001/S028_001_00000019.jpg
25.8,36,381.2,0.133,0.049,-0.027,0,0,0,0,0,2.17,0,0,0,0.97,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S028/001/S028_001_00000020.jpg
25.8,36.2,381,0.122,0.047,-0.024,0,0,0,0,0,2.26,0,0,0,1.02,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S028/001/S028_001_00000021.jpg
25.8,36.1,381.2,0.139,0.049,-0.027,0,0,0,0,0,2.43,0,0,0,1.34,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S028/001/S028_001_00000022.jpg
25.7,36.3,381.7,0.135,0.049,-0.026,0,0,0,0,0,2.47,0,0,0,1.35,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S028/001/S028_001_00000023.jpg
25.5,36.4,381.5,0.137,0.049,-0.023,0,0,0,0,0,1.92,0,0,0,1.24,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S028/001/S028_001_00000024.jpg
2.2,2.7,377.1,0.004,0.052,-0.04,0,0,0.25,0,0.65,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000001.jpg
2.2,3,376.8,-0.001,0.048,-0.036,0,0,0.17,0,0.63,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000002.jpg
2.2,3,378.5,0.002,0.055,-0.042,0,0,0.52,0,0.81,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000003.jpg
2.2,3.3,377.6,0.008,0.049,-0.039,0,0,0.85,0,1.07,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000004.jpg
2.4,3.4,380.4,0.012,0.053,-0.04,0,0,1.03,0,1.06,0.96,0,0,0,0.01,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000005.jpg
2.4,3.8,378.7,0.017,0.051,-0.04,0,0,1.3,0,1.09,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000006.jpg
2.6,4.2,379,0.025,0.053,-0.044,0,0,1.39,0,1.12,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000007.jpg
2.6,4.5,378.3,0.024,0.048,-0.043,0,0,1.79,0,1.14,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000008.jpg
2.6,4.6,378.3,0.023,0.052,-0.041,0,0,1.76,0,1.13,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000009.jpg
2.5,5,378.9,0.035,0.05,-0.043,0,0,1.97,0,1.09,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000010.jpg
2.3,5.3,375.1,0.032,0.05,-0.041,0,0,1.71,0,0.97,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000011.jpg
2.1,5.4,375.4,0.042,0.057,-0.043,0,0,2.15,0,0.98,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000012.jpg
2.5,5.6,377.4,0.038,0.056,-0.045,0,0,2.09,0,0.92,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000013.jpg
2.8,5.8,377.3,0.031,0.054,-0.045,0,0,2.12,0,0.97,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000014.jpg
3.3,6,375.1,0.036,0.047,-0.046,0,0,2.04,0,0.94,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000015.jpg
3.4,6.2,375.6,0.033,0.05,-0.049,0,0,2.15,0,0.95,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000016.jpg
3.6,6.2,374.7,0.037,0.048,-0.052,0,0,2.51,0,0.94,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000017.jpg
3.7,6.4,375.7,0.028,0.05,-0.048,0,0,2.2,0,1.05,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000018.jpg
3.7,6.3,377.8,0.023,0.049,-0.043,0,0,2.17,0,0.9,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S029/001/S029_001_00000019.jpg
15.5,16.6,392,-0.07,0.161,-0.004,0,0,0,0,0.17,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000001.jpg
15.5,16.6,391.9,-0.071,0.158,-0.003,0,0,0,0,0.24,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000002.jpg
15.6,16.5,392.3,-0.074,0.16,-0.004,0,0,0,0,0.18,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000003.jpg
15.6,16.4,392.4,-0.077,0.159,-0.003,0,0,0,0,0.13,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000004.jpg
15.6,16.3,391.6,-0.075,0.158,-0.001,0,0,0,0,0.17,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000005.jpg
15.5,16.2,390.4,-0.07,0.161,-0.004,0,0,0,0,0.21,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000006.jpg
15.3,16.1,388.1,-0.072,0.161,-0.003,0,0,0,0,0.06,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000007.jpg
15.1,16.2,386.4,-0.068,0.166,-0.008,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000008.jpg
15,16.7,385.4,-0.051,0.169,-0.01,0,0,0,0,0.02,0.85,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000009.jpg
13.8,17.2,384.2,-0.049,0.164,0.023,0,0,0,0,0,0.88,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000010.jpg
13.2,17.6,381.7,-0.043,0.178,0.022,0,0,0,0,0,0.38,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000011.jpg
12.8,17.7,378.6,-0.043,0.185,0.023,0,0,0,0,0,1.3,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000012.jpg
12.3,17.6,375.6,-0.05,0.191,0.022,0,0,0,0,0,1.39,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000013.jpg
12,16.8,372.7,-0.086,0.189,0.025,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000014.jpg
11.8,16.3,371.1,-0.09,0.189,0.03,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000015.jpg
11.4,15.8,368.3,-0.097,0.192,0.03,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000016.jpg
11.2,14.9,366.6,-0.101,0.19,0.03,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000017.jpg
11,13.8,365.1,-0.115,0.188,0.031,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000018.jpg
10.7,12.6,364.3,-0.114,0.187,0.032,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000019.jpg
10.7,11.7,364.5,-0.123,0.184,0.032,0,0,0,0,0,0.71,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000020.jpg
10.5,10.7,363.9,-0.121,0.183,0.032,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000021.jpg
10.5,9.8,363.6,-0.132,0.183,0.031,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/001/S032_001_00000022.jpg
16.7,13.2,390.4,-0.07,0.166,-0.001,0,0,0,0,0.25,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000001.jpg
16.7,13.2,390,-0.071,0.163,0.002,0,0,0,0,0.26,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000002.jpg
16.6,13,390.3,-0.073,0.164,0.002,0,0,0,0,0.27,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000003.jpg
16.7,13,390.7,-0.075,0.164,0.003,0,0,0,0,0.29,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000004.jpg
16.6,13.1,390.7,-0.08,0.159,0.001,0,0,0,0,0.06,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000005.jpg
16.7,13.3,390.8,-0.081,0.155,0,0,0,0.21,0,0.1,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000006.jpg
16.8,13.7,391.8,-0.08,0.154,0.001,0,0,0.98,0,0.26,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000007.jpg
16.8,13.9,392.7,-0.08,0.153,0.002,0,0,1.14,0,0.22,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000008.jpg
17,14.1,393.2,-0.08,0.149,0.002,0,0,1.61,0,0.17,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000009.jpg
17.2,14.2,395.2,-0.083,0.154,0.003,0,0,1.47,0,0.21,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000010.jpg
17.2,14.3,393.5,-0.084,0.152,0.002,0,0,1.71,0,0.15,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000011.jpg
17.1,14.4,393.3,-0.087,0.15,0.003,0,0,1.96,0,0.2,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000012.jpg
17,14.3,392.5,-0.083,0.152,0.001,0,0,1.94,0,0.12,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000013.jpg
17,14.3,391.8,-0.086,0.15,0.004,0,0,1.77,0,0.13,2.51,0,0.22,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000014.jpg
17,14.2,391,-0.089,0.148,0.003,0,0,1.56,0,0.1,1.95,0,0.09,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000015.jpg
16.9,14.2,390.3,-0.091,0.149,0.005,0,0,1.45,0,0.11,1.67,0,0.18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000016.jpg
16.9,14.2,389.6,-0.084,0.148,0.004,0,0,1.2,0,0.15,1.89,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000017.jpg
16.9,14.4,389.8,-0.086,0.148,0.006,0,0,1.52,0,0.25,1.6,0,0.36,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000018.jpg
16.8,14.7,389.6,-0.084,0.147,0.007,0,0,1.29,0,0.2,1.76,0,0.39,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000019.jpg
16.9,15.1,390.7,-0.086,0.148,0.009,0,0,1.47,0,0.38,2.06,0,0.49,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000020.jpg
16.8,15.5,390.8,-0.081,0.148,0.009,0,0,1.65,0,0.25,1.96,0,0.64,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/002/S032_002_00000021.jpg
18.9,15.6,392.3,-0.047,0.15,0.009,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/003/S032_003_00000001.jpg
18.8,15.6,392.6,-0.045,0.152,0.01,0,0,0,0,0.05,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/003/S032_003_00000002.jpg
18.8,15.6,392.2,-0.048,0.15,0.01,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/003/S032_003_00000003.jpg
18.8,15.8,392.6,-0.048,0.153,0.01,0,0,0.04,0,0.08,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/003/S032_003_00000004.jpg
18.7,16.1,393.1,-0.043,0.152,0.011,0,0,0,0,0.1,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/003/S032_003_00000005.jpg
18.7,16.4,393.5,-0.039,0.154,0.01,0,0,0.25,0,0.14,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/003/S032_003_00000006.jpg
18.6,16.9,392.9,-0.038,0.152,0.01,0,0,0.75,0,0.09,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/003/S032_003_00000007.jpg
18.5,17.4,395,-0.031,0.155,0.011,0,0,0.74,0,0.17,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/003/S032_003_00000008.jpg
18.4,17.8,394.9,-0.03,0.155,0.012,0,0,1.16,0,0.1,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/003/S032_003_00000009.jpg
18,18,395,-0.028,0.159,0.011,0,0,0.98,0,0.16,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/003/S032_003_00000010.jpg
17.6,18.3,394.4,-0.028,0.16,0.012,0,0,1.17,0,0.16,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/003/S032_003_00000011.jpg
17.3,18.5,396.2,-0.027,0.165,0.012,0,0,1.07,0,0.24,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/003/S032_003_00000012.jpg
17.1,18.7,396.5,-0.026,0.17,0.011,0,0,1.21,0,0.29,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/003/S032_003_00000013.jpg
16.9,18.9,396.2,-0.028,0.17,0.011,0,0,0.97,0,0.28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/003/S032_003_00000014.jpg
16.7,19.1,396.7,-0.027,0.171,0.012,0,0,0.86,0,0.4,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/003/S032_003_00000015.jpg
16.4,19.4,396.6,-0.027,0.173,0.011,0,0,1.23,0,0.43,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/CK+-Processed/cohn-kanade-images/S032/003/S032_003_00000016.jpg
