 pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c,image_path
100.8,-83.5,558.9,0.299,0.723,-0.012,0,0,0.94,0,0.85,0.54,0,2.58,0.68,0.17,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_088.jpg
-20.1,-313.7,853.2,0.397,-0.01,-0.06,0,0,2.37,0,2.51,2.82,0,2.6,0.29,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_089.jpg
43.9,16.5,330,-0.149,0.286,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_090.jpg
-3,-8.6,310.7,-0.126,-0.546,-0.051,0,0,1.23,0,1,2.43,0,0.43,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_091.jpg
-25.9,0.7,339.8,0.284,0.047,-0.172,0,0,1.42,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_092.jpg
17.4,30.2,239.1,0.041,-0.001,-0.384,0,0,0.39,0,1.68,1.77,0,2,0.66,0.88,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_093.jpg
-0.7,-7.6,231.1,0.003,-0.047,0.092,0,0,1.14,0,1.29,0,0,0.6,0,1.42,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_094.jpg
-10.8,42.3,317.9,-0.098,-0.121,0.098,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_095.jpg
-31699656,-21069064,46712296,-0.311,0.43,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_096.jpg
26.1,38.3,251.2,-0.098,0.361,-0.09,0,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_097.jpg
2.7,-125.7,350.5,0.603,0.033,-0.043,0,0,0.63,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_098.jpg
1.2,-1.9,248,0.118,-0.018,-0.032,0,0,1.11,0,1.91,3.26,0,2.73,1.58,2.29,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_099.jpg
124.4,12.7,594,0.126,0.262,0.046,0,0,0,0,3.06,0,0,2.87,3.67,1.91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_100.jpg
124.4,12.7,594,0.126,0.262,0.046,0,0,0,0,3.06,0,0,2.87,3.67,1.91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_101.jpg
646.9,-86.2,1219.6,0.426,0.919,-0.554,0,0,0,0,1.28,0.9,0,1.94,2.25,0.42,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_102.jpg
646.9,-86.2,1219.6,0.426,0.919,-0.554,0,0,0,0,1.28,0.9,0,1.94,2.25,0.42,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_103.jpg
-555.8,-362.3,1290.5,0.272,-0.433,0.14,0,0,0,0,3.73,2.3,0,2.87,2.59,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_104.jpg
-555.8,-362.3,1290.5,0.272,-0.433,0.14,0,0,0,0,3.73,2.3,0,2.87,2.59,1.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_105.jpg
413,17,1009.9,0.293,0.487,0.081,0,0,0.64,0,0.81,0.48,0,1.08,0.97,0.41,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_106.jpg
413,17,1009.9,0.293,0.487,0.081,0,0,0.64,0,0.81,0.48,0,1.08,0.97,0.41,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_107.jpg
-194.7,-160.9,1249,0.431,-0.533,0.303,0,0,0,0,1.22,0.21,0,0.59,0,0.5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_108.jpg
413.4,76,981.4,-0.454,0.22,0.093,0,0,0.05,0,0.19,0,0,1.33,0,1.13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_109.jpg
413.4,76,981.4,-0.454,0.22,0.093,0,0,0.05,0,0.19,0,0,1.33,0,1.13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_110.jpg
-681,-271.2,1505.7,0.335,-0.748,0.172,0,0,0,0,2.3,1.85,0,3.36,2.01,2.04,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_111.jpg
-681,-271.2,1505.7,0.335,-0.748,0.172,0,0,0,0,2.3,1.85,0,3.36,2.01,2.04,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_112.jpg
-681,-271.2,1505.7,0.335,-0.748,0.172,0,0,0,0,2.3,1.85,0,3.36,2.01,2.04,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_113.jpg
88.4,38.8,420.2,-0.081,0.28,0.02,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_114.jpg
88.4,38.8,420.2,-0.081,0.28,0.02,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_115.jpg
19.6,-119.6,1048,0.541,-0.117,0.668,0,0,2.26,0,0.93,0.94,0,0.32,0,0.33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_116.jpg
19.6,-119.6,1048,0.541,-0.117,0.668,0,0,2.26,0,0.93,0.94,0,0.32,0,0.33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_117.jpg
19.6,-119.6,1048,0.541,-0.117,0.668,0,0,2.26,0,0.93,0.94,0,0.32,0,0.33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_118.jpg
111.9,-77.2,1387.7,0.278,0.465,-0.026,0,0,0.34,0,2.93,3.13,0,2.53,2.57,1.2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_119.jpg
458.5,-216.2,1011.3,0.789,0.982,-0.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_120.jpg
458.5,-216.2,1011.3,0.789,0.982,-0.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_121.jpg
210.1,120.8,563,-0.258,-0.219,0.134,0,0,0,0,0,0,0,1.33,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_122.jpg
39.4,101.8,540.2,-0.288,0.052,0.007,0,0,0.65,0,0,0,0,0,0.55,2.04,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_123.jpg
12.4,-4.8,322,0.234,-0.161,0.499,0,0,0.04,0,0.44,1.07,0,0.76,0.36,0.11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_124.jpg
18.8,-76.4,456.2,0.179,-0.225,0.017,0,0,1.49,0,1.95,0.31,0,0.79,0,0.3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_125.jpg
8.9,8.7,313.7,0.223,0.244,0.078,0,0,1.24,0,0.79,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_126.jpg
79.4,15.6,323.3,0.22,0.251,-0.027,0,0,1.08,0,1,1.41,0,0.9,2.47,3.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_127.jpg
-71.3,-32.3,324.3,0.178,0.331,-0.053,0,0,0.74,0,0,0.01,0,0.8,0,1.79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_128.jpg
22.1,-10.4,236.1,-0.023,-0.278,-0.068,0,0,0,0,1.79,1.42,0,3.13,2.21,0.42,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_129.jpg
-13.2,-76,484.8,0.169,-0.02,0.068,0,0,2.05,0,0.72,0.15,0,1.85,0,1.03,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_130.jpg
2,-12.6,244,0.206,-0.007,-0.02,0,0,0.03,0,0.12,0,0,0.56,0,0.38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_131.jpg
-169,-44.1,647.8,-0.029,-0.382,0.036,0,0,0.15,0,1.99,1.67,0,1.31,2.14,1.55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_132.jpg
42.2,-43.3,848.4,-0.101,0.316,-0.383,0,0,2.69,0,2.84,1.93,0,1.88,2.38,1.28,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_133.jpg
42.2,-43.3,848.4,-0.101,0.316,-0.383,0,0,2.69,0,2.84,1.93,0,1.88,2.38,1.28,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_134.jpg
42.2,-43.3,848.4,-0.101,0.316,-0.383,0,0,2.69,0,2.84,1.93,0,1.88,2.38,1.28,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_135.jpg
-348.7,-225.7,817.2,0.326,-0.516,0.08,0,0,0,0,1.94,0,0,2.7,3.14,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_136.jpg
-348.7,-225.7,817.2,0.326,-0.516,0.08,0,0,0,0,1.94,0,0,2.7,3.14,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_137.jpg
-348.7,-225.7,817.2,0.326,-0.516,0.08,0,0,0,0,1.94,0,0,2.7,3.14,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_138.jpg
-7.9,246.4,2023,-0.27,0.131,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_139.jpg
-7.9,246.4,2023,-0.27,0.131,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_140.jpg
-336.2,153.7,954.8,-0.107,-0.775,0.008,0,0,0,0,0.07,0,0,1.93,0.31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_141.jpg
-336.2,153.7,954.8,-0.107,-0.775,0.008,0,0,0,0,0.07,0,0,1.93,0.31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_142.jpg
-1131.6,-14.5,1915,-3.132,-1.041,2.922,0,0,0.63,0,0.32,0,0,0,0.09,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_143.jpg
-121.4,118.4,483.5,0.117,-0.556,0.742,0,0,0,0,0,0,0,1.01,1.02,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_144.jpg
-121.4,118.4,483.5,0.117,-0.556,0.742,0,0,0,0,0,0,0,1.01,1.02,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_145.jpg
-326.5,-222.1,1278.6,0.213,-0.253,0.023,0,0,0,0,2.92,2.69,0,1.77,2.03,1.53,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_146.jpg
-326.5,-222.1,1278.6,0.213,-0.253,0.023,0,0,0,0,2.92,2.69,0,1.77,2.03,1.53,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_147.jpg
-326.5,-222.1,1278.6,0.213,-0.253,0.023,0,0,0,0,2.92,2.69,0,1.77,2.03,1.53,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_148.jpg
-371.2,162,1055.6,-0.288,-0.409,-0.141,0,0,0,0,1.57,1.19,0,0.88,1.55,1.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_149.jpg
-371.2,162,1055.6,-0.288,-0.409,-0.141,0,0,0,0,1.57,1.19,0,0.88,1.55,1.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_150.jpg
-371.2,162,1055.6,-0.288,-0.409,-0.141,0,0,0,0,1.57,1.19,0,0.88,1.55,1.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_151.jpg
-913.4,-256.2,1958.6,-0.016,-0.427,-0.116,0,0,0,0,0.83,0.69,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_152.jpg
-913.4,-256.2,1958.6,-0.016,-0.427,-0.116,0,0,0,0,0.83,0.69,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_153.jpg
-1072.9,-44.1,2263.6,0.117,-0.677,-0.462,0,0,2.08,0,0.44,0.73,0,0.64,1.39,1.14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_154.jpg
-1072.9,-44.1,2263.6,0.117,-0.677,-0.462,0,0,2.08,0,0.44,0.73,0,0.64,1.39,1.14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_155.jpg
-1072.9,-44.1,2263.6,0.117,-0.677,-0.462,0,0,2.08,0,0.44,0.73,0,0.64,1.39,1.14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_156.jpg
97.7,396,1515.6,0.218,-0.235,0.654,0,0,0,0,0.44,0,0,0.81,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_157.jpg
97.7,396,1515.6,0.218,-0.235,0.654,0,0,0,0,0.44,0,0,0.81,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_158.jpg
97.7,396,1515.6,0.218,-0.235,0.654,0,0,0,0,0.44,0,0,0.81,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_159.jpg
245,-79.1,881.8,0.495,0.897,-0.273,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_160.jpg
245,-79.1,881.8,0.495,0.897,-0.273,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_161.jpg
245,-79.1,881.8,0.495,0.897,-0.273,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_162.jpg
-201,191.3,964.4,-0.238,0.341,0.01,0,0,0.48,0,0.16,0,0,0.17,0.38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_163.jpg
67.1,-88.5,534.1,-0.181,0.372,0.021,0,0,1.5,0,1.3,2.07,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_164.jpg
-65.7,58.6,592.2,0.024,0.12,0.05,0,0,1.29,0,0,0.04,0,0.6,0.06,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_165.jpg
-5.9,27.9,253,0.045,0.074,-0.037,0,0,0,0,0,0.04,0,0.72,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_166.jpg
14.1,-16.8,350.5,-0.203,0.167,-0.003,0,0,1.35,0,0.3,0,0,1.94,0.59,1.57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_167.jpg
-20169398,-11356923,27587472,-0.301,0.442,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_168.jpg
3.2,-6.8,327.5,0.205,0.086,0.017,0,0,0.64,0,0.68,1.76,0,0.54,0.85,0.31,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_169.jpg
-425.4,-165.7,935.5,0.411,-0.441,0.138,0,0,0.27,0,1.32,1.18,0,1.61,0.69,0.26,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_170.jpg
-425.4,-165.7,935.5,0.411,-0.441,0.138,0,0,0.27,0,1.32,1.18,0,1.61,0.69,0.26,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_171.jpg
-425.4,-165.7,935.5,0.411,-0.441,0.138,0,0,0.27,0,1.32,1.18,0,1.61,0.69,0.26,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_172.jpg
-324,162.3,1775.3,-0.033,-0.08,-0.069,0,0,0,0,1.59,1.6,0,1.12,2.6,1.75,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_173.jpg
-324,162.3,1775.3,-0.033,-0.08,-0.069,0,0,0,0,1.59,1.6,0,1.12,2.6,1.75,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_174.jpg
-324,162.3,1775.3,-0.033,-0.08,-0.069,0,0,0,0,1.59,1.6,0,1.12,2.6,1.75,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,/data/deep/Alan/FacialEncodingDataset-OpenFace/300W-Processed/01_Indoor/indoor_175.jpg
